Elements,Nodes,_send_to_gpu,_calculate,_retrieve_from_gpu,calculate_and_assemble_matrices,_prepare_data,_factorize,solve
1000000,1002001,0.37118279933929443,0.0669668197631836,0.520781683921814,0.9715226173400879,1.2374777317047119,8.250160694122314,0.006963198184967041
