Generating SQLite file cupy_10_steps.sqlite from cupy_10_steps.nsys-rep
Processing [cupy_10_steps.sqlite] with [/opt/nvidia/nsight-systems-cli/2026.2.1/target-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
18852,18852,0,10,10,71101153.2,88805880.0,44815,88890409,37327718.2,4086.9,3964.0,3398,6403,867.8,71053254.6,88756608.5,12,88841821,37326906.9,43811.7,44176.5,38400,46049,2056.8,cuLaunchKernel,cupy_add__float64_float64_float64
18852,18852,0,10,9,71083046.0,88778749.0,87122,88875164,37313447.6,5325.2,4043.5,3519,17608,4328.0,78895225.9,88712999.0,408254,88799201,29432679.7,72307.8,72289.0,72256,72417,59.1,cuLaunchKernel,cupy_true_divide__float64_float_float64
18852,18852,0,10,9,70798105.3,88320402.5,26039,88406907,36937821.1,143332.1,4202.0,3537,1396081,440171.2,78493211.9,88313353.0,10532,88392108,29431067.5,10902.4,10896.0,10688,11168,195.0,cudaLaunchKernel,"void cusparse::vector_scalar_multiply_kernel<(int)256, cusparse::AlignedVectorScalarMultiplyPolicy, int, double, double>(cusparse::KernelCoeff<T5>, T3, T4 *)"
18852,18852,0,10,10,70665015.4,88316059.5,23087,88402495,37209238.3,16255.4,6450.0,5658,100600,29669.9,70632046.2,88291008.5,41,88378022,37226330.9,16713.8,17904.5,7360,19200,3529.0,cudaLaunchKernel,"void cusparse::<unnamed>::csr_partition_kernel<int, int>(const T1 *, T2, T1, T1, T2, T2 *, T2)"
18852,18852,0,40,39,67293654.6,51023675.5,12359865,155989833,59969784.7,323268.8,2351.0,1663,12760545,2016966.0,68237828.4,88407823.0,11611060,155785322,60327414.7,438511.9,438452.5,202563,674598,238879.3,cudaLaunchKernel,"void cusparse_transpose_readWrite_alignment_kernel<double, int, (int)1, (bool)0, (int)6, (int)4, (int)4>(cusparseTransposeParams<T1>, const T1 *, T1 *, const T1 *)"
18852,18852,0,26,24,64051879.7,88594600.0,43818,88851910,37039562.0,5032.1,4294.0,1826,10994,2328.2,68870756.4,88560739.0,136,88801475,34003744.9,473930.4,45376.5,33761,3366718,895063.3,cuLaunchKernel,cupy_take
18852,18852,0,40,40,55043903.8,2083597.5,30028,160010437,67746181.6,115285.8,3396.5,1931,4481728,708098.4,54927510.0,64168.5,24404,160007197,67836094.2,1108.0,1152.0,929,1216,76.9,cudaLaunchKernel,"void cub::CUB_200101_500_520_600_610_700_750_800_860_890_900_1000_1010_1030_1200_1210_NS::DeviceScanInitKernel<cub::CUB_200101_500_520_600_610_700_750_800_860_890_900_1000_1010_1030_1200_1210_NS::ScanTileState<int, (bool)1>>(T1, int)"
18852,18852,0,40,40,54939393.2,69947.0,30399,160026581,67841604.9,3532.5,2382.0,1717,43398,6516.1,54921109.3,49175.0,1308,160004657,67838823.1,14751.4,14720.0,9664,19905,4859.3,cudaLaunchKernel,"void cub::CUB_200101_500_520_600_610_700_750_800_860_890_900_1000_1010_1030_1200_1210_NS::DeviceScanKernel<cub::CUB_200101_500_520_600_610_700_750_800_860_890_900_1000_1010_1030_1200_1210_NS::DeviceScanPolicy<int>::Policy600, const int *, int *, cub::CUB_200101_500_520_600_610_700_750_800_860_890_900_1000_1010_1030_1200_1210_NS::ScanTileState<int, (bool)1>, cuda::std::__4::plus<void>, cub::CUB_200101_500_520_600_610_700_750_800_860_890_900_1000_1010_1030_1200_1210_NS::NullType, int, int>(T2, T3, T4, int, T5, T6, T7)"
18852,18852,0,16,15,45051193.8,45859800.0,17057,88844988,45156087.5,5175.7,4432.5,2320,14926,2863.3,47600833.2,88614890.0,341,88829355,45540438.4,420329.7,11584.5,11456,2185811,642055.3,cuLaunchKernel,cupy_copy__float64_float64
18852,18852,0,5,5,43452495.8,3750202.0,193431,146464471,64153477.9,6826.0,5580.0,3287,15202,4846.2,41895825.0,21760.0,526,143082644,63446355.7,1549844.8,235426.0,188801,3725155,1830451.6,cuLaunchKernel,cupyx_scipy_sparse_has_canonical_format
18852,18852,0,2,2,42773359.0,42773359.0,42764729,42781989,12204.7,20996100.0,20996100.0,2543,41989657,29689373.0,20994772.0,20994772.0,57,41989487,29691010.7,782487.0,782487.0,775015,789959,10567.0,cudaLaunchKernel,"void cusparse::gather_kernel<int, unsigned long, void>(T1, const T1 *, T2 *, const T2 *)"
18852,18852,0,7,7,42051572.7,16521603.0,230665,146915086,53954586.0,4081.9,4251.0,2169,6590,1620.1,38254209.0,3715706.0,403,146391754,55114910.8,3793281.9,518597.0,222434,16514610,6344148.7,cuLaunchKernel,cupy_all
18852,18852,0,54,54,42044936.5,36418697.0,7094577,99082004,26777370.4,1855.3,1567.0,1526,14716,1796.1,40229000.6,34686508.0,5787560,96869944,26478786.6,1814080.7,2184787.0,1093129,2757048,631131.3,cudaLaunchKernelExC,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::DeviceMergeSortMergeKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::policy_hub<thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>>::Policy600, thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType *, thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType *, unsigned int, elem_less<int>, unsigned long, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::VSMemHelper>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::vsmem_t)"
18852,18852,0,6,6,41286847.7,41231202.5,40581064,42024965,629789.0,6689001.5,1829.0,1657,40124758,16380108.5,34096161.5,40723675.0,1395,41526215,16711805.8,501684.7,501349.0,486885,517989,10619.2,cudaLaunchKernel,"void gather_core<int, (int)256>(int, const T1 *, const int *, T1 *)"
18852,18852,0,54,54,40232419.0,34689445.0,5791368,96873066,26478525.3,1786.5,1567.5,1510,8533,1001.8,40026375.8,34463051.0,5722922,96509564,26419704.8,204256.6,163026.0,66529,552805,101564.1,cudaLaunchKernelExC,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::DeviceMergeSortPartitionKernel<thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>, unsigned int, elem_less<int>, unsigned long>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
18852,18852,0,4,4,26702860.5,19704939.5,5727965,61673598,25468724.0,8280.5,2355.0,1675,26737,12316.3,18102120.0,12058315.0,853124,47438726,22015315.5,8592460.0,7957670.0,4221445,14233055,4275319.9,cudaLaunchKernelExC,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::DeviceMergeSortBlockSortKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::policy_hub<thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>>::Policy600, thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType *, thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType *, unsigned int, elem_less<int>, unsigned long, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::merge_sort::VSMemHelper>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::vsmem_t)"
18852,18852,0,2,1,26291521.0,26291521.0,1591748,50991294,34930754.0,5228.5,5228.5,1948,8509,4639.3,50222555.0,50222555.0,50222555,50222555,0.0,1175738.5,1175738.5,766791,1584686,578339.1,cuLaunchKernel,cupyx_scipy_sparse_coo_sum_duplicates_diff
18852,18852,0,2,2,21617141.0,21617141.0,241851,42992431,30229225.0,3174.5,3174.5,2598,3751,815.3,21377900.5,21377900.5,1170,42754631,30231262.2,236066.0,236066.0,235202,236930,1221.9,cudaLaunchKernel,"void convert_CooToCsr_kernel<(int)0>(const int *, int, int, int *)"
18852,18852,0,124,124,20388796.1,20395486.5,1294081,39506851,11427561.6,1698.3,1628.0,1562,7170,501.8,19742887.6,19744644.0,650007,38875837,11431098.0,644210.1,646150.0,619621,664486,8476.5,cudaLaunchKernel,"void sortI32_by_key_merge_core<(int)256, (int)4>(int, unsigned int *, int *, int *, int *, unsigned int *, int *)"
18852,18852,0,124,124,19744010.6,19744845.5,652004,38878924,11429805.3,2423.4,1636.0,1562,94433,8331.6,19112762.9,19114110.5,969,38252351,11429229.8,628824.4,629622.0,600133,653990,9785.4,cudaLaunchKernel,"void sortI32_by_key_local_core<(int)256, (int)4, (bool)1>(int, int, unsigned int *, int *, int *, int *)"
18852,18852,0,129,129,19368470.5,19738132.0,648047,41166709,11775288.7,6688.2,1637.0,1549,644882,56630.0,19359523.7,19734427.0,1181,41162830,11783558.8,2258.6,2048.0,1920,15168,1172.7,cudaLaunchKernel,"void cusparseIinclusive_localscan_core<(int)256, (int)4>(int, int *, int *, int *)"
18852,18852,0,129,129,19363959.9,19738566.0,9515,41167252,11783309.2,1693.2,1629.0,1571,6832,461.4,19360898.9,19735627.0,1339,41164327,11783456.5,1367.8,1312.0,1280,7169,515.1,cudaLaunchKernel,"void cusparseIinclusive_scan_merge_core<(int)256, (int)4>(int, int, int *, int *, int *)"
18852,18852,0,129,129,19363931.4,19738535.0,11037,41167164,11783342.1,1745.3,1651.0,1556,8043,600.9,19360426.1,19735118.0,1234,41163803,11783431.7,1760.0,1760.0,1728,1888,33.9,cudaLaunchKernel,"void cusparseIinclusive_scan_domino_v1_core<(int)256, (int)4>(int, int *, int *, int *, int *, int *)"
18852,18852,0,4,4,12291307.5,3351255.0,652625,41810095,19763245.5,3161.8,2090.0,1724,6743,2398.6,11651020.0,2719335.5,1172,41164237,19760593.7,637125.8,641254.0,621285,644710,10941.1,cudaLaunchKernel,"void sortsign_by_key_merge_core<int, (int)256, (int)4>(int, T1 *, int *, int *, int *, T1 *, int *)"
18852,18852,0,20,20,12246501.9,12248356.5,11710022,12781883,528351.6,3824.2,3031.0,2657,19062,3591.9,30281.9,28734.0,6490,42177,9430.9,12212395.8,12216408.5,11678845,12742251,523342.0,cudaLaunchKernel,"void cusparse::create_perm_nt_kernel<int, double, (int)128, (int)16>(T1, const T1 *, const T1 *, const T2 *, unsigned int *, T1 *, T1 *, T2 *, T2 *, int, cusparseFillMode_t, cusparseDiagType_t, bool)"
18852,18852,0,4,4,11962027.8,2782281.5,1117756,41165792,19525820.4,152523.3,2435.5,1650,603572,300699.4,11196187.0,2103008.5,1410,40577321,19655261.6,613317.5,615813.5,586821,634822,23556.4,cudaLaunchKernel,"void sortsign_by_key_local_core<int, (int)256, (int)4>(int, int, T1 *, int *, int *, int *)"
18852,18852,0,18,18,9522700.0,1363666.5,468330,73336591,23236508.1,4786.1,3107.0,1681,23507,5066.5,8919426.9,928091.0,279,73298883,23434697.1,598487.1,569429.0,26464,1151946,369432.6,cuLaunchKernel,cupy_copy__int32_int32
18852,18852,0,2,1,6108658.5,6108658.5,1515257,10702060,6496050.7,4851840.5,4851840.5,3082,9700599,6857180.0,986218.0,986218.0,986218,986218,0.0,765158.5,765158.5,525957,1004360,338282.0,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::for_each::static_kernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::for_each::policy_hub_t::policy_500_t, long, thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::cuda_cub::__tabulate::functor<thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::device_ptr<unsigned long>, thrust::THRUST_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200_NS::system::detail::generic::detail::compute_sequence_value<unsigned long>>>(T2, T3)"
18852,18852,0,1,1,4251637.0,4251637.0,4251637,4251637,0.0,66497.0,66497.0,66497,66497,0.0,1294.0,1294.0,1294,1294,0.0,4183846.0,4183846.0,4183846,4183846,0.0,cudaLaunchKernel,"void csrgeam_windowBased_core<double, (bool)0>(cusparseCsrgeamParams<T1>)"
18852,18852,0,2,2,3049794.0,3049794.0,2528038,3571550,737874.4,5194.5,5194.5,3205,7184,2813.6,132909.5,132909.5,110,265709,187806.9,2911690.0,2911690.0,2259124,3564256,922867.7,cuLaunchKernel,cupyx_scipy_sparse_coo_sum_duplicates_assign
18852,18852,0,1,1,2901778.0,2901778.0,2901778,2901778,0.0,77595.0,77595.0,77595,77595,0.0,318.0,318.0,318,318,0.0,2823865.0,2823865.0,2823865,2823865,0.0,cudaLaunchKernel,"void csrgeam_windowBased_core<float, (bool)1>(cusparseCsrgeamParams<T1>)"
18852,18852,0,4,4,1893101.3,1961374.5,277384,3372272,1631878.2,143633.0,2772.5,1764,567223,282393.8,1606147.0,1603767.0,819,3216235,1782148.5,143321.3,143441.5,132129,154273,9582.3,cudaLaunchKernel,"void set_identy<(int)128>(int, int *)"
18852,18852,0,2,2,1524539.5,1524539.5,1002269,2046810,738602.0,2578.0,2578.0,2308,2848,381.8,674274.0,674274.0,436692,911856,335991.7,847687.5,847687.5,563269,1132106,402228.5,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::scan::DeviceScanKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::scan::policy_hub<int, int, int, unsigned int, cuda::std::__4::plus<void>>::Policy1000, int *, int *, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::ScanTileState<int, (bool)1>, cuda::std::__4::plus<void>, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType, unsigned int, int, (bool)0, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::NullType>(T2, T3, T4, int, T5, T6, T7)"
18852,18852,0,8,8,1248620.6,519775.5,261744,4917210,1650858.6,5011.0,2839.5,2045,17311,5126.2,821442.0,8349.5,596,4296501,1584981.4,422167.6,434052.0,258018,617734,149679.3,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::DeviceReduceKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::policy_hub<int, unsigned int, cuda::__4::maximum<void>>::Policy1000, int *, unsigned int, cuda::__4::maximum<void>, int, cuda::std::__4::identity>(T2, T5 *, T3, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::GridEvenShare<T3>, T4, T6)"
18852,18852,0,8,8,1245522.6,517737.0,261201,4916145,1651731.4,3712.0,1980.0,1755,15466,4760.3,1239998.6,513563.5,257480,4912226,1652520.6,1812.0,1760.0,1696,2048,129.1,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::DeviceReduceSingleTileKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::policy_hub<int, unsigned int, cuda::__4::maximum<void>>::Policy1000, int *, int *, int, cuda::__4::maximum<void>, int, int, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
18852,18852,0,8,7,1155132.1,436517.0,10636,4892922,1694344.4,3178.5,2244.5,1873,9182,2459.2,1314902.6,490311.0,241205,4889149,1760651.5,1432.1,1408.5,1376,1600,77.8,cuLaunchKernel,cupy_greater_equal__int32_int_bool
18852,18852,0,2,2,697422.0,697422.0,445890,948954,355720.0,10889.0,10889.0,3108,18670,11004.0,684869.0,684869.0,440638,929100,345394.8,1664.0,1664.0,1184,2144,678.8,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::scan::DeviceScanInitKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::ScanTileState<int, (bool)1>>(T1, int)"
18852,18852,0,1,1,565660.0,565660.0,565660,565660,0.0,6216.0,6216.0,6216,6216,0.0,111.0,111.0,111,111,0.0,559333.0,559333.0,559333,559333,0.0,cuLaunchKernel,cupy_multiply__float64_float64_float64
18852,18852,0,8,8,390650.6,392000.5,259910,520165,137193.7,2754.3,2383.0,2017,4343,872.9,1404.9,1551.0,713,1730,380.3,386491.5,388163.5,256482,515109,136773.5,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::DeviceReduceKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::policy_hub<int, unsigned int, cuda::__4::minimum<void>>::Policy1000, int *, unsigned int, cuda::__4::minimum<void>, int, cuda::std::__4::identity>(T2, T5 *, T3, cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::GridEvenShare<T3>, T4, T6)"
18852,18852,0,8,8,390060.5,391627.5,259379,520667,137116.3,3417.9,1969.0,1774,13627,4128.3,384834.6,383810.5,255840,513715,135448.3,1808.0,1792.0,1696,1984,98.3,cudaLaunchKernel,"void cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::DeviceReduceSingleTileKernel<cub::CUB_300102_SM_500_520_600_610_700_750_800_860_890_900_1000_1200::detail::reduce::policy_hub<int, unsigned int, cuda::__4::minimum<void>>::Policy1000, int *, int *, int, cuda::__4::minimum<void>, int, int, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
18852,18852,0,8,8,315551.8,254769.0,7112,506602,176535.6,2426.8,1955.5,1825,5439,1235.1,311697.0,251516.0,201,503144,177400.6,1428.0,1472.0,1344,1472,61.5,cuLaunchKernel,cupy_less__int32_int_bool
18852,18852,0,20,4,62270.3,61239.5,51674,106355,11365.3,20121.2,17756.5,11250,62638,10787.9,353.8,344.0,147,580,181.8,43274.1,43200.5,37056,49857,5883.2,cudaLaunchKernel,"void cusparse::gather_row_color_kernel<int, (int)128>(T1, unsigned int *, unsigned int *, T1 *)"
18852,18852,0,1,0,27755.0,27755.0,27755,27755,0.0,17482.0,17482.0,17482,17482,0.0,,,,,0.0,12000.0,12000.0,12000,12000,0.0,cuLaunchKernel,cupy_copy__int_float64
18852,18852,0,1,0,20830.0,20830.0,20830,20830,0.0,20830.0,20830.0,20830,20830,0.0,,,,,0.0,1248.0,1248.0,1248,1248,0.0,cuLaunchKernel,cupy_reciprocal__float_float64

